     157     129      22    2015       1       1       0 4004366176     3340018990     3310100393           0  1
     158      20     123    2015       2       1       0 4004379514     3310088030     3340013017           0  1
     159      23     150    2015       1       1       0 4004379515     3310133577     4004334488           0  1
     160      23      15    2015       2       1       0 4004379516     3310133577     3310006218           0  1
     161      20      30    2015       1       1       0 4004379517     3310088030     3310195032           0  1
     162      20      57    2015       2       1       0 4004379518     3310088030     3310519151           0  1
     163      23     148    2015       1       1       0 4004379519     3310133577     4004294149           0  1
     164      23      35    2015       1       1       0 4004379520     3310133577     3310399681           0  1
     165      23      36    2015       1       1       0 4004379521     3310133577     3310399686           0  1
     166     142     121    2016       2       1       0 4004379522     3340025638     3340007811           0  1
     167     147     125    2016       2       1       0 4004379523     4004294146     3340018986           0  1
     168      47      15    2016       1       1       0 4004402282     3310510834     3310006218           0  1
     169     142      22    2016       1       1       0 4004402283     3340025638     3310100393           0  1
     170      55      30    2016       1       1       0 4004402285     3310516328     3310195032           0  1
     171     142      35    2016       1       1       0 4004402286     3340025638     3310399681           0  1
     172     142      36    2016       2       1       0 4004402287     3340025638     3310399686           0  1
     173     142     150    2016       1       1       0 4004402288     3340025638     4004334488           0  1
     174      55      49    2016       1       1       0 4004402289     3310516328     3310510836           0  1
     175      55     123    2016       2       1       0 4004402290     3310516328     3340013017           0  1
     176      55      48    2016       1       1       0 4004402291     3310516328     3310510835           0  1
     177      55     131    2016       1       1       0 4004413468     3310516328     3340018992           0  1
     178      55     125    2017       1       1       0 4004413469     3310516328     3340018986           0  1
     179      60      92    2017       1       1       0 4004413471     3310523168     3310547388           0  1
     180      55     149    2017       1       1       0 4004413472     3310516328     4004334487           0  1
     181     142     121    2017       1       1       0 4004417318     3340025638     3340007811           0  1
     182      45      69    2017       2       1       0 4004417319     3310510831     3310530201           0  1
     183     142      22    2017       1       1       0 4004417322     3340025638     3310100393           0  1
     184      55      61    2017       1       1       0 4004417323     3310516328     3310523169           0  1
     185      55      57    2017       1       1       0 404413470      3310516328     3310519151           0  1
     186       0       0    2004       1       1       0 7949970025     0000000000     0000000000           2  2
     187       0       0       0       1       1       0 9999999991     0000000000     0000000000           2  3
